CSDUID,CSD,Period,IndicatorSummaryDescription,Sector,UnitOfMeasure,OriginalValue
4811059,Sturgeon County,2021,Major Projects,Pipelines,$,228.57143
4811059,Sturgeon County,2022,Major Projects,Pipelines,$,228.57143
4817095,Mackenzie County,2004,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2005,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2006,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2007,Major Projects,Pipelines,$,16412.00000
4817095,Mackenzie County,2008,Major Projects,Pipelines,$,16662.00000
4817095,Mackenzie County,2009,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2010,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2011,Major Projects,Pipelines,$,16260.00000
4817095,Mackenzie County,2012,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2013,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2014,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2015,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2016,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2017,Major Projects,Pipelines,$,16200.00000
4817095,Mackenzie County,2020,Major Projects,Pipelines,$,0.00000
4817095,Mackenzie County,2021,Major Projects,Pipelines,$,14.30000
4817097,Rainbow Lake,2012,Major Projects,Pipelines,$,324.00000
4812038,Improvement District No. 349,2015,Major Projects,Pipelines,$,118.18182
4812038,Improvement District No. 349,2016,Major Projects,Pipelines,$,118.18182
4812804,Puskiakiwenin 122,2015,Major Projects,Pipelines,$,118.18182
4812804,Puskiakiwenin 122,2016,Major Projects,Pipelines,$,118.18182
4817062,Clear Hills,2013,Major Projects,Pipelines,$,100.00000
4811062,St. Albert,2008,Major Projects,Pipelines,$,5.00000
4818002,Fox Creek,2010,Major Projects,Pipelines,$,131.58333
4818002,Fox Creek,2011,Major Projects,Pipelines,$,231.58333
4818002,Fox Creek,2012,Major Projects,Pipelines,$,231.58333
4818002,Fox Creek,2013,Major Projects,Pipelines,$,131.58333
4818002,Fox Creek,2014,Major Projects,Pipelines,$,2876.58333
4818002,Fox Creek,2015,Major Projects,Pipelines,$,436.58333
4818002,Fox Creek,2016,Major Projects,Pipelines,$,305.00000
4818015,Greenview No. 16,2008,Major Projects,Pipelines,$,160.70000
4818015,Greenview No. 16,2010,Major Projects,Pipelines,$,131.58333
4818015,Greenview No. 16,2011,Major Projects,Pipelines,$,131.58333
4818015,Greenview No. 16,2012,Major Projects,Pipelines,$,131.58333
4818015,Greenview No. 16,2013,Major Projects,Pipelines,$,616.58333
4818015,Greenview No. 16,2014,Major Projects,Pipelines,$,2831.58333
4818015,Greenview No. 16,2015,Major Projects,Pipelines,$,461.58333
4818015,Greenview No. 16,2016,Major Projects,Pipelines,$,330.00000
4818015,Greenview No. 16,2017,Major Projects,Pipelines,$,75.00000
4818015,Greenview No. 16,2018,Major Projects,Pipelines,$,1235.00000
4818015,Greenview No. 16,2019,Major Projects,Pipelines,$,1300.71429
4818015,Greenview No. 16,2020,Major Projects,Pipelines,$,1160.71429
4818015,Greenview No. 16,2021,Major Projects,Pipelines,$,1882.73810
4818015,Greenview No. 16,2022,Major Projects,Pipelines,$,758.57143
4819006,Grande Prairie County No. 1,2008,Major Projects,Pipelines,$,22.00000
4819006,Grande Prairie County No. 1,2010,Major Projects,Pipelines,$,131.58333
4819006,Grande Prairie County No. 1,2011,Major Projects,Pipelines,$,131.58333
4819006,Grande Prairie County No. 1,2012,Major Projects,Pipelines,$,131.58333
4819006,Grande Prairie County No. 1,2013,Major Projects,Pipelines,$,131.58333
4819006,Grande Prairie County No. 1,2014,Major Projects,Pipelines,$,131.58333
4819006,Grande Prairie County No. 1,2015,Major Projects,Pipelines,$,131.58333
4819006,Grande Prairie County No. 1,2018,Major Projects,Pipelines,$,140.00000
4819006,Grande Prairie County No. 1,2019,Major Projects,Pipelines,$,325.71429
4819006,Grande Prairie County No. 1,2020,Major Projects,Pipelines,$,185.71429
4819006,Grande Prairie County No. 1,2021,Major Projects,Pipelines,$,995.23810
4819006,Grande Prairie County No. 1,2022,Major Projects,Pipelines,$,228.57143
4811805,Alexander 134,2014,Major Projects,Pipelines,$,305.00000
4811805,Alexander 134,2015,Major Projects,Pipelines,$,305.00000
4811805,Alexander 134,2016,Major Projects,Pipelines,$,305.00000
4811805,Alexander 134,2019,Major Projects,Pipelines,$,185.71429
4811805,Alexander 134,2020,Major Projects,Pipelines,$,185.71429
4811805,Alexander 134,2021,Major Projects,Pipelines,$,228.57143
4811805,Alexander 134,2022,Major Projects,Pipelines,$,228.57143
4812002,Cold Lake,2010,Major Projects,Pipelines,$,25.00000
4812002,Cold Lake,2011,Major Projects,Pipelines,$,23.12500
4812004,Bonnyville No. 87,2010,Major Projects,Pipelines,$,25.00000
4812004,Bonnyville No. 87,2011,Major Projects,Pipelines,$,23.12500
4812004,Bonnyville No. 87,2012,Major Projects,Pipelines,$,100.00000
4812004,Bonnyville No. 87,2013,Major Projects,Pipelines,$,1310.00000
4812004,Bonnyville No. 87,2014,Major Projects,Pipelines,$,1230.00000
4812004,Bonnyville No. 87,2015,Major Projects,Pipelines,$,1328.18182
4812004,Bonnyville No. 87,2016,Major Projects,Pipelines,$,118.18182
4812014,St. Paul County No. 19,2010,Major Projects,Pipelines,$,25.00000
4812014,St. Paul County No. 19,2011,Major Projects,Pipelines,$,30.42500
4812014,St. Paul County No. 19,2015,Major Projects,Pipelines,$,118.18182
4812014,St. Paul County No. 19,2016,Major Projects,Pipelines,$,118.18182
4812022,Smoky Lake County,2011,Major Projects,Pipelines,$,12.00000
4811066,Bon Accord,2010,Major Projects,Pipelines,$,131.58333
4811066,Bon Accord,2011,Major Projects,Pipelines,$,131.58333
4811066,Bon Accord,2012,Major Projects,Pipelines,$,131.58333
4811066,Bon Accord,2013,Major Projects,Pipelines,$,131.58333
4811066,Bon Accord,2014,Major Projects,Pipelines,$,131.58333
4811066,Bon Accord,2015,Major Projects,Pipelines,$,131.58333
4811804,Stony Plain 135,2018,Major Projects,Pipelines,$,672.72727
4811804,Stony Plain 135,2019,Major Projects,Pipelines,$,672.72727
4811804,Stony Plain 135,2020,Major Projects,Pipelines,$,672.72727
4811804,Stony Plain 135,2021,Major Projects,Pipelines,$,1145.45455
4811804,Stony Plain 135,2022,Major Projects,Pipelines,$,1945.45455
4815033,Jasper,2013,Major Projects,Pipelines,$,675.00000
4815033,Jasper,2014,Major Projects,Pipelines,$,675.00000
4815033,Jasper,2015,Major Projects,Pipelines,$,675.00000
4815033,Jasper,2016,Major Projects,Pipelines,$,675.00000
4815033,Jasper,2017,Major Projects,Pipelines,$,925.00000
4815033,Jasper,2018,Major Projects,Pipelines,$,672.72727
4815033,Jasper,2019,Major Projects,Pipelines,$,672.72727
4815033,Jasper,2020,Major Projects,Pipelines,$,672.72727
4815033,Jasper,2021,Major Projects,Pipelines,$,1145.45455
4815033,Jasper,2022,Major Projects,Pipelines,$,1945.45455
4815037,Improvement District No. 12 Jasper Park,2013,Major Projects,Pipelines,$,675.00000
4815037,Improvement District No. 12 Jasper Park,2014,Major Projects,Pipelines,$,675.00000
4815037,Improvement District No. 12 Jasper Park,2015,Major Projects,Pipelines,$,675.00000
4815037,Improvement District No. 12 Jasper Park,2016,Major Projects,Pipelines,$,675.00000
4815037,Improvement District No. 12 Jasper Park,2017,Major Projects,Pipelines,$,925.00000
4815037,Improvement District No. 12 Jasper Park,2018,Major Projects,Pipelines,$,672.72727
4815037,Improvement District No. 12 Jasper Park,2019,Major Projects,Pipelines,$,672.72727
4815037,Improvement District No. 12 Jasper Park,2020,Major Projects,Pipelines,$,672.72727
4815037,Improvement District No. 12 Jasper Park,2021,Major Projects,Pipelines,$,1145.45455
4815037,Improvement District No. 12 Jasper Park,2022,Major Projects,Pipelines,$,1945.45455
4815045,Ranchland No. 66,2018,Major Projects,Pipelines,$,240.00000
4815045,Ranchland No. 66,2019,Major Projects,Pipelines,$,240.00000
4815802,"Stoney 142, 143, 144",2018,Major Projects,Pipelines,$,240.00000
4815802,"Stoney 142, 143, 144",2019,Major Projects,Pipelines,$,240.00000
4816037,Wood Buffalo,2007,Major Projects,Pipelines,$,6786.80000
4816037,Wood Buffalo,2008,Major Projects,Pipelines,$,5300.00000
4816037,Wood Buffalo,2009,Major Projects,Pipelines,$,3860.50000
4816037,Wood Buffalo,2010,Major Projects,Pipelines,$,5330.50000
4816037,Wood Buffalo,2011,Major Projects,Pipelines,$,6852.50000
4816037,Wood Buffalo,2012,Major Projects,Pipelines,$,6142.00000
4816037,Wood Buffalo,2013,Major Projects,Pipelines,$,8657.00000
4816037,Wood Buffalo,2014,Major Projects,Pipelines,$,9804.57576
4816037,Wood Buffalo,2015,Major Projects,Pipelines,$,1777.55758
4816037,Wood Buffalo,2016,Major Projects,Pipelines,$,1665.75758
4816037,Wood Buffalo,2017,Major Projects,Pipelines,$,433.33333
4816821,Gregoire Lake 176,2014,Major Projects,Pipelines,$,100.00000
4816821,Gregoire Lake 176,2015,Major Projects,Pipelines,$,100.00000
4810064,Lamont,2012,Major Projects,Pipelines,$,280.00000
4810064,Lamont,2013,Major Projects,Pipelines,$,280.00000
4810064,Lamont,2014,Major Projects,Pipelines,$,280.00000
4810066,Bruderheim,2010,Major Projects,Pipelines,$,131.58333
4810066,Bruderheim,2011,Major Projects,Pipelines,$,131.58333
4810066,Bruderheim,2012,Major Projects,Pipelines,$,1710.58333
4810066,Bruderheim,2013,Major Projects,Pipelines,$,1710.58333
4810066,Bruderheim,2014,Major Projects,Pipelines,$,1710.58333
4810066,Bruderheim,2015,Major Projects,Pipelines,$,131.58333
4810068,Improvement District No. 13 Elk Island,2013,Major Projects,Pipelines,$,112.50000
4810068,Improvement District No. 13 Elk Island,2014,Major Projects,Pipelines,$,158.65385
4810068,Improvement District No. 13 Elk Island,2015,Major Projects,Pipelines,$,158.65385
4810068,Improvement District No. 13 Elk Island,2016,Major Projects,Pipelines,$,158.65385
4810068,Improvement District No. 13 Elk Island,2017,Major Projects,Pipelines,$,204.80769
4810068,Improvement District No. 13 Elk Island,2018,Major Projects,Pipelines,$,204.80769
4810068,Improvement District No. 13 Elk Island,2019,Major Projects,Pipelines,$,204.80769
4810068,Improvement District No. 13 Elk Island,2020,Major Projects,Pipelines,$,112.50000
4811012,Leduc County,2019,Major Projects,Pipelines,$,115.00000
4811001,Wetaskiwin County No. 10,2014,Major Projects,Pipelines,$,46.15385
4811001,Wetaskiwin County No. 10,2015,Major Projects,Pipelines,$,46.15385
4811001,Wetaskiwin County No. 10,2016,Major Projects,Pipelines,$,46.15385
4811001,Wetaskiwin County No. 10,2017,Major Projects,Pipelines,$,92.30769
4811001,Wetaskiwin County No. 10,2018,Major Projects,Pipelines,$,92.30769
4811001,Wetaskiwin County No. 10,2019,Major Projects,Pipelines,$,92.30769
4817076,Northern Lights County,2007,Major Projects,Pipelines,$,983.00000
4817076,Northern Lights County,2008,Major Projects,Pipelines,$,983.00000
4817076,Northern Lights County,2009,Major Projects,Pipelines,$,983.00000
4817076,Northern Lights County,2020,Major Projects,Pipelines,$,0.00000
4817076,Northern Lights County,2021,Major Projects,Pipelines,$,14.30000
4813036,Thorhild County,2007,Major Projects,Pipelines,$,9.00000
4813036,Thorhild County,2008,Major Projects,Pipelines,$,9.00000
4813036,Thorhild County,2014,Major Projects,Pipelines,$,290.90909
4813036,Thorhild County,2015,Major Projects,Pipelines,$,550.90909
4813036,Thorhild County,2016,Major Projects,Pipelines,$,550.90909
4813044,Athabasca County,2010,Major Projects,Pipelines,$,28.00000
4813044,Athabasca County,2011,Major Projects,Pipelines,$,29.20000
4813044,Athabasca County,2014,Major Projects,Pipelines,$,290.90909
4813044,Athabasca County,2015,Major Projects,Pipelines,$,550.90909
4813044,Athabasca County,2016,Major Projects,Pipelines,$,550.90909
4813046,Boyle,2014,Major Projects,Pipelines,$,290.90909
4813046,Boyle,2015,Major Projects,Pipelines,$,290.90909
4813046,Boyle,2016,Major Projects,Pipelines,$,290.90909
4817033,Lesser Slave River No.124,2019,Major Projects,Pipelines,$,42.50000
4810058,Lamont County,2013,Major Projects,Pipelines,$,162.50000
4810058,Lamont County,2014,Major Projects,Pipelines,$,158.65385
4810058,Lamont County,2015,Major Projects,Pipelines,$,158.65385
4810058,Lamont County,2016,Major Projects,Pipelines,$,158.65385
4810058,Lamont County,2017,Major Projects,Pipelines,$,204.80769
4810058,Lamont County,2018,Major Projects,Pipelines,$,204.80769
4810058,Lamont County,2019,Major Projects,Pipelines,$,204.80769
4810058,Lamont County,2020,Major Projects,Pipelines,$,112.50000
4810048,Two Hills County No. 21,2010,Major Projects,Pipelines,$,10.40000
4810062,Chipman,2014,Major Projects,Pipelines,$,46.15385
4810062,Chipman,2015,Major Projects,Pipelines,$,46.15385
4810062,Chipman,2016,Major Projects,Pipelines,$,46.15385
4810062,Chipman,2017,Major Projects,Pipelines,$,92.30769
4810062,Chipman,2018,Major Projects,Pipelines,$,92.30769
4810062,Chipman,2019,Major Projects,Pipelines,$,92.30769
4810042,Vermilion,2015,Major Projects,Pipelines,$,118.18182
4810042,Vermilion,2016,Major Projects,Pipelines,$,118.18182
4814003,Yellowhead County,2007,Major Projects,Pipelines,$,443.00000
4814003,Yellowhead County,2013,Major Projects,Pipelines,$,795.00000
4814003,Yellowhead County,2014,Major Projects,Pipelines,$,1366.66667
4814003,Yellowhead County,2015,Major Projects,Pipelines,$,1366.66667
4814003,Yellowhead County,2016,Major Projects,Pipelines,$,1366.66667
4814003,Yellowhead County,2017,Major Projects,Pipelines,$,1408.33333
4814003,Yellowhead County,2018,Major Projects,Pipelines,$,722.72727
4814003,Yellowhead County,2019,Major Projects,Pipelines,$,1112.94156
4814003,Yellowhead County,2020,Major Projects,Pipelines,$,1112.94156
4814003,Yellowhead County,2021,Major Projects,Pipelines,$,2395.19264
4814003,Yellowhead County,2022,Major Projects,Pipelines,$,2174.02597
4814019,Hinton,2013,Major Projects,Pipelines,$,675.00000
4814019,Hinton,2014,Major Projects,Pipelines,$,675.00000
4814019,Hinton,2015,Major Projects,Pipelines,$,675.00000
4814019,Hinton,2016,Major Projects,Pipelines,$,675.00000
4814019,Hinton,2017,Major Projects,Pipelines,$,925.00000
4814024,Edson,2014,Major Projects,Pipelines,$,25.00000
4814024,Edson,2015,Major Projects,Pipelines,$,25.00000
4814024,Edson,2016,Major Projects,Pipelines,$,25.00000
4814024,Edson,2018,Major Projects,Pipelines,$,672.72727
4814024,Edson,2019,Major Projects,Pipelines,$,672.72727
4814024,Edson,2020,Major Projects,Pipelines,$,672.72727
4814024,Edson,2021,Major Projects,Pipelines,$,1145.45455
4814024,Edson,2022,Major Projects,Pipelines,$,1945.45455
4811064,Gibbons,2010,Major Projects,Pipelines,$,131.58333
4811064,Gibbons,2011,Major Projects,Pipelines,$,131.58333
4811064,Gibbons,2012,Major Projects,Pipelines,$,131.58333
4811064,Gibbons,2013,Major Projects,Pipelines,$,131.58333
4811064,Gibbons,2014,Major Projects,Pipelines,$,131.58333
4811064,Gibbons,2015,Major Projects,Pipelines,$,131.58333
4811065,Redwater,2013,Major Projects,Pipelines,$,25.00000
4811065,Redwater,2014,Major Projects,Pipelines,$,290.90909
4811065,Redwater,2015,Major Projects,Pipelines,$,290.90909
4811065,Redwater,2016,Major Projects,Pipelines,$,290.90909
4808011,Red Deer,2012,Major Projects,Power,$,5.60000
4808011,Red Deer,2013,Major Projects,Power,$,34.50000
4808011,Red Deer,2014,Major Projects,Power,$,37.80000
4808011,Red Deer,2015,Major Projects,Power,$,28.90000
4805018,Strathmore,2020,Major Projects,Power,$,60.00000
4805018,Strathmore,2021,Major Projects,Power,$,60.00000
4805031,Starland County,2009,Major Projects,Power,$,200.00000
4805031,Starland County,2010,Major Projects,Power,$,200.00000
4805031,Starland County,2011,Major Projects,Power,$,200.00000
4805031,Starland County,2018,Major Projects,Power,$,270.00000
4805031,Starland County,2019,Major Projects,Power,$,270.00000
4805031,Starland County,2020,Major Projects,Power,$,270.00000
4805031,Starland County,2021,Major Projects,Power,$,270.00000
4805031,Starland County,2022,Major Projects,Power,$,390.00000
4805041,Kneehill County,2007,Major Projects,Power,$,150.00000
4805041,Kneehill County,2008,Major Projects,Power,$,150.00000
4805041,Kneehill County,2009,Major Projects,Power,$,150.00000
4805041,Kneehill County,2018,Major Projects,Power,$,20.00000
4805041,Kneehill County,2019,Major Projects,Power,$,20.00000
4805041,Kneehill County,2020,Major Projects,Power,$,20.00000
4805041,Kneehill County,2021,Major Projects,Power,$,20.00000
4805041,Kneehill County,2022,Major Projects,Power,$,20.00000
4801018,Redcliff,2012,Major Projects,Power,$,100.00000
4801018,Redcliff,2013,Major Projects,Power,$,510.00000
4802001,Warner County No. 5,2007,Major Projects,Power,$,24.00000
4802001,Warner County No. 5,2008,Major Projects,Power,$,24.00000
4802001,Warner County No. 5,2009,Major Projects,Power,$,365.00000
4802001,Warner County No. 5,2010,Major Projects,Power,$,350.00000
4802001,Warner County No. 5,2011,Major Projects,Power,$,100.00000
4802001,Warner County No. 5,2016,Major Projects,Power,$,170.00000
4802001,Warner County No. 5,2017,Major Projects,Power,$,170.00000
4802001,Warner County No. 5,2018,Major Projects,Power,$,235.00000
4802001,Warner County No. 5,2019,Major Projects,Power,$,235.00000
4802001,Warner County No. 5,2020,Major Projects,Power,$,235.00000
4802001,Warner County No. 5,2021,Major Projects,Power,$,170.00000
4802001,Warner County No. 5,2022,Major Projects,Power,$,170.00000
4807049,Wainwright No. 61,2019,Major Projects,Power,$,48.20000
4807049,Wainwright No. 61,2020,Major Projects,Power,$,48.20000
4807049,Wainwright No. 61,2021,Major Projects,Power,$,48.20000
4807049,Wainwright No. 61,2022,Major Projects,Power,$,48.20000
4808001,Red Deer County,2007,Major Projects,Power,$,308.50000
4808001,Red Deer County,2008,Major Projects,Power,$,270.00000
4808001,Red Deer County,2009,Major Projects,Power,$,293.00000
